"Zeit";"Einstrahlung auf die Horizontale ";"Diffusstrahlung auf die Horizontale ";"Außentemperatur ";"Netzeinspeisung ";"Netzbezug ";"Verbrauch ";"Einspeiseabregelung ";"Direkter Eigenverbrauch ";"Eigenverbrauch ";"Ladung des E-Fahrzeugs(PV-Anlage) ";"Ladung des E-Fahrzeugs(Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung ";"Entladen des E-Fahrzeugs ins Netz ";"Verluste durch Laden/Entladen ";"Ladung des E-Fahrzeugs (Gruppe 1) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 1) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 1)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 1)  ";"Verluste durch Laden/Entladen (Gruppe 1)  ";"Ladung des E-Fahrzeugs (Gruppe 2) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 2) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 2)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 2)  ";"Verluste durch Laden/Entladen (Gruppe 2)  ";"Ladung des E-Fahrzeugs (Gruppe 3) (PV-Anlage) ";"Ladung des E-Fahrzeugs (Gruppe 3) (Netz) ";"Entladen des E-Fahrzeugs zur Verbrauchsdeckung (Gruppe 3)  ";"Entladen des E-Fahrzeugs ins Netz (Gruppe 3)  ";"Verluste durch Laden/Entladen (Gruppe 3)  ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 1 ";"Zyklenbelastung (Elektrofahrzeug 1) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 2 ";"Zyklenbelastung (Elektrofahrzeug 2) ";"Ladezustand (auf C10 bezogen) E-Fahrzeug 3 ";"Zyklenbelastung (Elektrofahrzeug 3) ";"Globalstrahlung horizontal ";"Abweichung vom Standardspektrum ";"Bodenreflexion (Albedo) ";"Ausrichtung und Neigung der Modulebene ";"Abschattung ";"Reflexion an Moduloberfläche ";"Einstrahlung auf die Modul-Rückseite ";"Globalstrahlung auf Modul ";"PV Globalstrahlung ";"Bifazialität ";"Verschmutzung ";"STC Konversion (Modul-Nennwirkungsgrad) ";"PV Nennenergie ";"Schwachlichtverhalten ";"Modulspezifische Teilabschattung ";"Abweichung von der Nenn-Modultemperatur ";"Dioden ";"Mismatch (Herstellerangaben) ";"Mismatch (Verschaltung/Abschattung) ";"Leistungsoptimierer (DC-Wandlung/Abregelung) ";"PV-Energie (DC) ohne Wechselrichter-Abregelung ";"Unterschreitung der DC-Startleistung ";"Abregelung wegen MPP-Spannungsbereich ";"Abregelung wegen max. DC-Strom ";"Abregelung wegen max. DC-Leistung ";"Abregelung wegen max. AC-Leistung/cos phi ";"MPP Anpassung ";"PV-Energie (DC) ";"Energie am WR-Eingang ";"Abweichung der Eingangs- von der Nennspannung ";"DC/AC-Wandlung ";"Eigenverbrauch (Standby oder Nacht) ";"Kabelverluste Gesamt ";"PV-Energie (AC) abzgl. Standby-Verbrauch ";"Eingespeiste Energie ";
;kWh/m²;kWh/m²;°C;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;none;none;none;none;none;none;none;none;none;none;none;none;none;none;none;-;0_1;-;0_1;-;0_1;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh/m²;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;kWh;

01.01. 13:00;0,02175;0,021142;10,33;0;84,206;104,86;0;20,654;20,654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74539;0,000172;0,74539;0,000172;0,75666;0,000164;0,02175;-0,0002175;0,00020988;-0,001005;-0,00030245;-0,0011154;0;0,01932;172,1;0;0;-137,57;34,528;-5,2123;-0,79829;1,4788;-3,0894E-05;-0,59992;-0,12543;0;29,271;0;0;0;0;0;-0,093827;29,177;29,177;-0,062063;-8,461;0;0;20,654;20,654;
01.01. 14:00;0,0149;0,014478;10,31;0;92,876;104,7;0;11,824;11,824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74535;0,000172;0,74535;0,000172;0,75663;0,000164;0,0149;-0,000149;0,00014378;-0,00067297;-0,00020713;-0,00079332;0;0,013221;117,77;0;0;-94,143;23,631;-4,3399;-0,56054;0,97335;-2,0756E-05;-0,39408;-0,080313;0;19,23;-0,065427;-0,00074462;0;0;0;-0,063155;19,1;19,1;-0,038403;-7,2296;-0,008;0;11,824;11,832;
01.01. 15:00;0,00657;0,0063834;10,18;0;100,19;103,4;0;3,2125;3,2125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74532;0,000172;0,74532;0,000172;0,75659;0,000164;0,00657;-6,57E-05;6,34E-05;-0,00026759;-9,1328E-05;-0,00038531;0;0,0058235;51,875;0;0;-41,463;10,412;-2,7754;-0,25577;0,38349;-8,7611E-06;-0,15528;-0,028888;0;7,5797;-0,12566;-0,0045232;0;0;0;-0,025171;7,4243;7,4243;-0,013631;-4,1734;-0,0247;0;3,2125;3,2372;
01.01. 16:00;0,00033;0,0003267;10,01;0;100,47;100,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74529;0,000172;0,74529;0,000172;0,75656;0,000164;0,00033;-3,3E-06;3,1833E-06;-1,5922E-05;-4,6833E-06;-1,5464E-05;0;0,00029382;2,6173;0;0;-2,0922;0,52506;-0,52506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 17:00;0;0;9,7;0;104,99;104,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 18:00;0;0;9,24;0;105,23;104,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 19:00;0;0;9,54;0;105,45;105,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 20:00;0;0;9,16;0;106,05;105,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 21:00;0;0;9,2;0;105,67;105,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 22:00;0;0;9,18;0;105,73;105,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
01.01. 23:00;0;0;9,17;0;105,61;105,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 00:00;0;0;8,82;0;107,11;106,84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 01:00;0;0;8,28;0;105,23;104,96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 02:00;0;0;8,05;0;104,63;104,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 03:00;0;0;7,9;0;104,69;104,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 04:00;0;0;7,7;0;105,27;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 05:00;0;0;7,51;0;104,53;104,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74526;0,000172;0,74526;0,000172;0,75653;0,000164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 06:00;0;0;7,37;0;104,07;103,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49087;0,000344;0,49087;0,000344;0,51342;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 07:00;0;0;7,24;0;105,13;104,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49085;0,000344;0,49085;0,000344;0,5134;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 08:00;0,00036;0,0003564;7,23;0;103,03;102,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49083;0,000344;0,49083;0,000344;0,51338;0,000329;0,00036;-3,6E-06;3,475E-06;-1,7369E-05;-5,1083E-06;-1,6869E-05;0;0,00032053;2,8552;0;0;-2,2824;0,57279;-0,57279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 09:00;0,02134;0,020758;7,59;0;79,321;99,68;0;20,359;20,359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49081;0,000344;0,49081;0,000344;0,51335;0,000329;0,02134;-0,0002134;0,00020593;-0,00087223;-0,00029596;-0,0011922;0;0,018972;169;0;0;-135,09;33,916;-5,0817;-0,82615;1,6726;-3,0544E-05;-0,59361;-0,12691;0;28,96;0;0;0;0;0;-0,093034;28,867;28,867;-0,0607;-8,4476;0;0;20,359;20,359;
02.01. 10:00;0,04763;0,046307;8,02;0;35,502;97,7;0;62,198;62,198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49079;0,000344;0,49079;0,000344;0,51333;0,000329;0,04763;-0,0004763;0,00045962;-0,0021896;-0,00066012;-0,0025559;0;0,042208;375,98;0;0;-300,54;75,437;-7,0923;-1,7019;3,7206;-7,0436E-05;-1,4073;-0,31725;0;68,639;0;0;0;0;0;-0,19566;68,443;68,443;-0,17245;-6,0726;0;0;62,198;62,198;
02.01. 11:00;0,07202;0,069409;8,45;3,1231;0;97,46;0;97,46;97,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49077;0,000344;0,49077;0,000344;0,51331;0,000329;0,07202;-0,0007202;0,00069498;-0,0032855;-0,00098611;-0,0039227;0;0,0638;568,32;0;0;-454,3;114,03;-8,0692;-2,6071;5,3859;-0,00010666;-2,1747;-0,50787;0;106,05;0;0;0;0;0;-0,26443;105,79;105,79;-0,28082;-4,9253;0;0;100,58;100,58;
02.01. 12:00;0,07015;0,068284;8,68;0;0,5286;98,44;0;97,911;97,911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49075;0,000344;0,49075;0,000344;0,51329;0,000329;0,07015;-0,0007015;0,00067694;-0,0032614;-0,00097383;-0,003582;0;0,062308;555,03;0;0;-443,68;111,36;-8,0484;-2,5224;5,1751;-0,00010517;-2,1192;-0,49316;0;103,35;0;0;0;0;0;-0,26016;103,09;103,09;-0,27266;-4,9028;0;0;97,911;97,911;
02.01. 13:00;0,05189;0,050883;8,72;0;29,7;99,32;0;69,62;69,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49073;0,000344;0,49073;0,000344;0,51327;0,000329;0,05189;-0,0005189;0,00050073;-0,0024419;-0,0007276;-0,0025651;0;0,046137;410,98;0;0;-328,53;82,453;-7,3664;-1,8626;3,864;-7,7672E-05;-1,5418;-0,34607;0;75,2;0;0;0;0;0;-0,20931;74,991;74,991;-0,19358;-5,1771;0;0;69,62;69,62;
02.01. 14:00;0,0345;0,033847;8,62;0;58,472;98,36;0;39,888;39,888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49071;0,000344;0,49071;0,000344;0,51325;0,000329;0,0345;-0,000345;0,00033292;-0,0016078;-0,00048414;-0,0017346;0;0,030661;273,13;0;0;-218,33;54,798;-6,3224;-1,2526;2,5825;-5,0825E-05;-0,9961;-0,21357;0;48,595;0;0;0;0;0;-0,1473;48,448;48,448;-0,11217;-8,4484;0;0;39,888;39,888;
02.01. 15:00;0,01529;0,014999;8,38;0;86,146;98,58;0;12,434;12,434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49069;0,000344;0,49069;0,000344;0,51323;0,000329;0,01529;-0,0001529;0,00014755;-0,00067725;-0,00021456;-0,00081276;0;0,01358;120,97;0;0;-96,695;24,274;-4,3575;-0,56503;1,1092;-2,1711E-05;-0,40921;-0,080125;0;19,971;-0,068385;-0,00019583;0;0;0;-0,065418;19,837;19,837;-0,038396;-7,3569;-0,008;0;12,434;12,442;
02.01. 16:00;0,0004;0,000396;8,1;0;102,59;102,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49067;0,000344;0,49067;0,000344;0,51321;0,000329;0,0004;-4E-06;3,8611E-06;-1,93E-05;-5,675E-06;-1,8744E-05;0;0,00035614;3,1724;0;0;-2,536;0,63643;-0,63643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 17:00;0;0;7,79;0;107,61;107,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 18:00;0;0;7,48;0;108,63;108,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 19:00;0;0;7,17;0;107,67;107,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 20:00;0;0;6,86;0;108,33;108,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 21:00;0;0;6,55;0;107,57;107,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 22:00;0;0;6,26;0;107,83;107,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
02.01. 23:00;0;0;5,94;0;108,41;108,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 00:00;0;0;5,66;0;107,65;107,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 01:00;0;0;5,46;0;107,73;107,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 02:00;0;0;5,26;0;108,19;107,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 03:00;0;0;5,21;0;107,85;107,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 04:00;0;0;5,15;0;112,65;112,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 05:00;0;0;5,09;0;168,87;168,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,49065;0,000344;0,49065;0,000344;0,51318;0,000329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 06:00;0;0;5,08;0;404,85;404,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23627;0,000516;0,23627;0,000516;0,27008;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 07:00;0;0;5,07;0;915,35;556,54;0;0;0;0;358,53;0;0;7,1706;0;4,7495E+08;0;0;9,499E+06;0;4,7495E+08;0;0;9,499E+06;0;3,4081E+08;0;0;6,8162E+06;0,38118;0,000516;0,38118;0,000516;1;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 08:00;0,00029;0,0002871;5,17;0;824,42;560,14;0;0;0;0;264;0;0;5,2801;0;4,7521E+08;0;0;9,5042E+06;0;4,7521E+08;0;0;9,5042E+06;0;0;0;0;0;0,52135;0,000516;0,52135;0,000516;0,99996;0,000493;0,00029;-2,9E-06;2,7972E-06;-1,3992E-05;-4,1139E-06;-1,3589E-05;0;0,0002582;2,3;0;0;-1,8386;0,46141;-0,46141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 09:00;0,06361;0,02352;6,81;0;541,26;616,66;0;75,402;75,402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52133;0,000516;0,52133;0,000516;0,99992;0,000493;0,06361;-0,0006361;0,00061383;0,013987;-0,00015355;-0,023947;0;0,053475;476,34;0;0;-379,44;96,899;-4,4416;-11,039;3,595;-0,28388;-1,6946;-0,79616;0;82,238;-0,063801;0;0;0;0;-0,18741;81,987;81,987;-0,33008;-6,2449;-0,01;0;75,402;75,412;
03.01. 10:00;0,14353;0,048675;8,72;0;376,87;541,92;0;165,05;165,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5213;0,000516;0,5213;0,000516;0,99988;0,000493;0,14353;-0,0014353;0,001385;0,0050625;-0,00029102;-0,042631;0;0,10562;940,85;0;0;-750,87;189,98;-6,4631;-10,846;6,0968;-0,3336;-3,5687;-1,3778;0;173,49;0;-0,16057;0;0;0;-0,27521;173,05;173,05;-0,58594;-7,4228;0;0;165,05;165,05;
03.01. 11:00;0,20989;0,050611;10,52;0;368,88;628,34;0;259,46;259,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52128;0,000516;0,52128;0,000516;0,99983;0,000493;0,20989;-0,0020989;0,0020254;0,0044087;-0,00020626;-0,052098;0;0,16192;1442,4;0;0;-1151,9;290,42;-7,1519;-14,84;6,6473;-0,1963;-5,4977;-1,2918;0;268,09;0;-0,37199;0;0;0;-0,356;267,37;267,37;-0,84162;-7,0641;0;0;259,46;259,46;
03.01. 12:00;0,22327;0,063628;11,77;0;307,22;589,14;0;281,92;281,92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52126;0,000516;0,52126;0,000516;0,99979;0,000493;0,22327;-0,0022327;0,0021545;0,0054351;-0,00031556;-0,049268;0;0,17904;1594,9;0;0;-1273,8;321,13;-7,2059;-18,682;6,3101;-0,29874;-6,0252;-3,7794;0;291,45;0;-1,1026;0;0;0;-0,38044;289,97;289,97;-0,87329;-7,1763;0;0;281,92;281,92;
03.01. 13:00;0,20546;0,057414;12,48;0;338,83;587,44;0;248,61;248,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52124;0,000516;0,52124;0,000516;0,99975;0,000493;0,20546;-0,0020546;0,0019827;0,0087538;-0,00027853;-0,049998;0;0,16386;1459,7;0;0;-1165,4;294,28;-6,9094;-24,93;5,2204;-0,40364;-5,3452;-4,371;0;257,54;-0,032555;-1,0467;0;0;0;-0,35277;256,11;256,11;-0,74345;-6,7592;-0,002;0;248,61;248,61;
03.01. 14:00;0,16781;0,026565;11,59;0;462,2;642,82;0;180,62;180,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52122;0,000516;0,52122;0,000516;0,99971;0,000493;0,16781;-0,0016781;0,0016193;0,016254;-5,3758E-05;-0,058617;0;0,12533;1116,5;0;0;-890,3;226,17;-5,2082;-28,236;3,7094;-0,46981;-3,9193;-2,6019;0;189,44;-0,1545;-1,0987;0;0;0;-0,27583;187,91;187,91;-0,6237;-6,6431;-0,0296;0;180,62;180,65;
03.01. 15:00;0,0778;0,018162;12,14;0;576,67;648,26;0;71,593;71,593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5212;0,000516;0,5212;0,000516;0,99967;0,000493;0,0778;-0,000778;0,00075076;0,022132;-5,6292E-05;-0,045513;0;0,054335;484,01;0;0;-384,32;99,683;-2,855;-16,652;0,66381;-0,51547;-1,6065;-0,40712;0;78,31;-0,19729;-0,28067;0;0;0;-0,13634;77,696;77,696;-0,3649;-5,7034;-0,0345;0;71,593;71,627;
03.01. 16:00;0,00072;0,0007128;10,97;0;696,87;696,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52117;0,000516;0,52117;0,000516;0,99963;0,000493;0,00072;-7,2E-06;6,9472E-06;-3,4739E-05;-1,0217E-05;-3,3739E-05;0;0,00064105;5,7104;0;0;-4,5648;1,1456;-1,1456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 17:00;0;0;10,47;0;632,69;632,42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52115;0,000516;0,52115;0,000516;0,99958;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 18:00;0;0;9,98;0;631,45;631,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52115;0,000516;0,52115;0,000516;0,99958;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 19:00;0;0;9,49;0;594,63;594,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52115;0,000516;0,52115;0,000516;0,99958;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
03.01. 20:00;0;0;8,99;0;642,49;642,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,52115;0,000516;0,52115;0,000516;0,99958;0,000493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,2739;0;-0,2739;0;
